class,bruise_bleed,has_ring,season,habitat,cap_diameter,cap_shape,cap_color,gill_color,stem_height,stem_width,stem_color
0,0,0,2,woods,8.26,flat,yellow,yellow,5.96,16.94,yellow
0,0,0,2,woods,6.3,flat,brown,yellow,6.46,15.19,yellow
0,0,0,2,woods,6.14,flat,yellow,yellow,4.73,13.87,yellow
0,0,0,2,woods,7.71,sunken,yellow,yellow,6.14,15.22,yellow
0,0,0,2,woods,6.66,convex,brown,yellow,7.28,17.22,yellow
0,0,0,2,woods,7.03,sunken,brown,yellow,6.59,16.94,yellow
0,0,0,2,woods,5.39,sunken,yellow,yellow,4.78,13.92,yellow
0,0,0,2,woods,7.49,convex,yellow,yellow,5.54,16.31,yellow
0,0,0,2,woods,6.46,flat,yellow,yellow,4.81,12.31,yellow
0,0,0,2,woods,7.04,flat,brown,yellow,7.31,17.32,yellow
0,0,0,2,woods,8.47,convex,brown,yellow,5.4,15.97,yellow
0,0,0,2,woods,6.39,convex,brown,yellow,4.9,15.55,yellow
0,0,0,2,woods,8.39,convex,brown,yellow,5.37,15.23,yellow
0,0,0,2,woods,6.82,sunken,yellow,yellow,6.36,16.91,yellow
0,0,0,2,woods,6.15,flat,yellow,yellow,4.81,13.72,yellow
0,0,0,2,woods,7.92,flat,yellow,yellow,5.08,13.77,yellow
0,0,0,2,woods,5.75,flat,yellow,yellow,4.15,14.2,yellow
0,0,0,2,woods,5.81,sunken,yellow,yellow,5.37,11.45,yellow
0,0,0,2,woods,6.29,sunken,yellow,yellow,4.94,14.4,yellow
0,0,0,2,woods,6.86,flat,brown,yellow,5.06,16.63,yellow
0,0,0,2,woods,7.78,sunken,brown,yellow,7.68,18.43,yellow
0,0,0,2,woods,6.43,sunken,yellow,yellow,5.95,14.46,yellow
0,0,0,2,woods,6.63,sunken,brown,yellow,6.5,14.47,yellow
0,0,0,2,woods,6.3,sunken,yellow,yellow,5.95,16.03,yellow
0,0,0,2,woods,4.99,sunken,brown,yellow,4.45,13.38,yellow
0,0,0,2,woods,6.35,sunken,yellow,yellow,6.18,16.23,yellow
0,0,0,2,woods,6.71,flat,yellow,yellow,6.29,14.21,yellow
0,0,0,2,woods,7.28,sunken,yellow,yellow,5.77,17.89,yellow
0,0,0,2,woods,7.02,flat,yellow,yellow,5.88,15.67,yellow
0,0,0,2,woods,6.26,sunken,brown,yellow,5.27,16.14,yellow
0,0,0,2,woods,8.25,flat,yellow,yellow,5.3,14.26,yellow
0,0,0,2,woods,4.92,flat,brown,yellow,4.23,12.25,yellow
0,0,0,2,woods,7.74,convex,brown,yellow,5.84,16.9,yellow
0,0,0,2,woods,8.08,convex,brown,yellow,6.77,16.12,yellow
0,0,0,2,woods,7.18,flat,yellow,yellow,5.57,14.62,yellow
0,0,0,2,woods,7.35,sunken,brown,yellow,5.92,16.87,yellow
0,0,0,2,woods,6.93,flat,brown,yellow,5.43,15.2,yellow
0,0,0,2,woods,7.22,flat,yellow,yellow,5.51,14.36,yellow
0,0,0,2,woods,5.4,convex,yellow,yellow,4.73,13.6,yellow
0,0,0,2,woods,7.57,sunken,brown,yellow,5.12,16.03,yellow
0,0,0,2,woods,7.52,flat,yellow,yellow,5.02,14.56,yellow
0,0,0,2,woods,7.28,sunken,yellow,yellow,5.83,16.2,yellow
0,0,0,2,woods,4.84,flat,brown,yellow,3.15,10.6,yellow
0,0,0,2,woods,6.67,flat,brown,yellow,5.94,15.01,yellow
0,0,0,2,woods,7.72,convex,yellow,yellow,5.79,14.8,yellow
0,0,0,2,woods,5.87,convex,yellow,yellow,4.78,13.4,yellow
0,0,0,2,woods,7.31,flat,yellow,yellow,4.63,14.89,yellow
0,0,0,2,woods,7.51,sunken,brown,yellow,5.27,15.66,yellow
0,0,0,2,woods,7.41,flat,brown,yellow,6.78,15.94,yellow
0,0,0,2,woods,6.27,convex,yellow,yellow,5.07,15.58,yellow
0,0,0,2,woods,7.09,convex,yellow,yellow,5.14,13.03,yellow
0,0,0,2,woods,5.31,convex,yellow,yellow,6.74,17.04,yellow
0,0,0,2,woods,5.29,flat,yellow,yellow,3.73,11.97,yellow
0,0,0,2,woods,6.77,flat,brown,yellow,4.48,12.55,yellow
0,0,0,2,woods,7.35,convex,yellow,yellow,5.35,13.38,yellow
0,0,0,2,woods,6.6,convex,yellow,yellow,6.17,14.03,yellow
0,0,0,2,woods,7.03,sunken,brown,yellow,5.91,16.3,yellow
0,0,0,2,woods,7.39,sunken,yellow,yellow,5.33,16.53,yellow
0,0,0,2,woods,6.93,sunken,yellow,yellow,5.82,15.5,yellow
0,0,0,2,woods,6.39,flat,yellow,yellow,4.72,11.8,yellow
0,0,0,2,woods,5.93,sunken,yellow,yellow,3.76,11.6,yellow
0,0,0,2,woods,7.69,convex,brown,yellow,6.86,16.39,yellow
0,0,0,2,woods,5.99,sunken,brown,yellow,5.72,12.91,yellow
0,0,0,2,woods,6.87,sunken,brown,yellow,4.41,14.09,yellow
0,0,0,2,woods,6.57,sunken,brown,yellow,5.62,14.4,yellow
0,0,0,2,woods,7.7,flat,brown,yellow,6.66,17.88,yellow
0,0,0,2,woods,6.17,flat,yellow,yellow,5.42,17.45,yellow
0,0,0,2,woods,6.84,flat,yellow,yellow,5.69,15.65,yellow
0,0,0,2,woods,7.97,sunken,yellow,yellow,5.6,17.7,yellow
0,0,0,2,woods,7.83,flat,yellow,yellow,5.98,15.68,yellow
0,0,0,2,woods,5.75,flat,brown,yellow,6.28,16.49,yellow
0,0,0,2,woods,8.02,flat,yellow,yellow,5.4,15.75,yellow
0,0,0,2,woods,7.44,flat,brown,yellow,5.56,15.72,yellow
0,0,0,2,woods,6.12,flat,yellow,yellow,5.29,14.84,yellow
0,0,0,2,woods,5.3,convex,brown,yellow,5.2,13.84,yellow
0,0,0,2,woods,6.9,flat,brown,yellow,5.72,16.01,yellow
0,0,0,2,woods,8.05,flat,yellow,yellow,5.39,13.8,yellow
0,0,0,2,woods,7.28,flat,yellow,yellow,4.55,13.73,yellow
0,0,0,2,woods,7.03,convex,yellow,yellow,6.3,14.9,yellow
0,0,0,2,woods,6.03,sunken,yellow,yellow,5.28,13.45,yellow
0,0,0,2,woods,7.54,sunken,yellow,yellow,6.31,16.04,yellow
0,0,0,2,woods,7.86,flat,yellow,yellow,5.33,14.91,yellow
0,0,0,2,woods,5.52,flat,brown,yellow,5.55,15.85,yellow
0,0,0,2,woods,8.13,flat,brown,yellow,6.47,17.26,yellow
0,0,0,2,woods,7.76,convex,brown,yellow,7.29,18.0,yellow
0,0,0,2,woods,6.33,flat,yellow,yellow,5.55,16.38,yellow
0,0,0,2,woods,6.3,sunken,yellow,yellow,5.96,14.62,yellow
0,0,0,2,woods,6.7,convex,brown,yellow,4.56,14.96,yellow
0,0,0,2,woods,6.06,convex,brown,yellow,5.28,13.82,yellow
0,0,0,2,woods,6.58,convex,yellow,yellow,6.07,14.81,yellow
0,0,0,2,woods,5.69,sunken,yellow,yellow,4.29,13.33,yellow
0,0,0,2,woods,7.22,flat,yellow,yellow,5.98,16.65,yellow
0,0,0,2,woods,7.95,flat,brown,yellow,5.5,14.29,yellow
0,0,0,2,woods,10.35,sunken,yellow,yellow,6.66,16.71,yellow
0,0,0,2,woods,8.64,sunken,yellow,yellow,6.67,17.79,yellow
0,0,0,2,woods,7.22,flat,yellow,yellow,5.4,14.46,yellow
0,0,0,2,woods,6.96,convex,brown,yellow,6.67,17.06,yellow
0,0,0,2,woods,7.53,convex,yellow,yellow,5.86,16.04,yellow
0,0,0,2,woods,5.68,sunken,yellow,yellow,5.5,15.14,yellow
0,0,0,2,woods,7.27,sunken,brown,yellow,6.23,15.87,yellow
0,0,0,2,woods,5.46,convex,yellow,yellow,3.88,12.96,yellow
0,0,0,2,woods,7.31,sunken,yellow,yellow,4.9,13.58,yellow
0,0,0,2,woods,6.66,convex,yellow,yellow,6.18,17.11,yellow
0,0,0,2,woods,5.49,sunken,brown,yellow,4.5,14.13,yellow
0,0,0,2,woods,6.12,flat,yellow,yellow,4.9,14.92,yellow
0,0,0,2,woods,6.03,convex,yellow,yellow,5.18,13.1,yellow
0,0,0,2,woods,7.28,convex,yellow,yellow,7.28,18.57,yellow
0,0,0,2,woods,7.44,flat,yellow,yellow,5.96,14.63,yellow
0,0,0,2,woods,8.28,flat,yellow,yellow,5.91,15.75,yellow
0,0,0,2,woods,7.64,flat,yellow,yellow,6.76,16.5,yellow
0,0,0,2,woods,6.45,convex,yellow,yellow,3.46,12.94,yellow
0,0,0,2,woods,8.39,sunken,yellow,yellow,6.68,18.6,yellow
0,0,0,2,woods,6.77,convex,yellow,yellow,5.47,14.91,yellow
0,0,0,2,woods,5.89,convex,yellow,yellow,5.56,15.7,yellow
0,0,0,2,woods,7.51,sunken,brown,yellow,5.41,12.76,yellow
0,0,0,2,woods,6.51,convex,yellow,yellow,5.14,14.87,yellow
0,0,0,2,woods,6.71,flat,brown,yellow,5.43,12.87,yellow
0,0,0,2,woods,6.76,flat,yellow,yellow,5.45,13.47,yellow
0,0,0,2,woods,5.9,flat,yellow,yellow,5.75,15.36,yellow
0,0,0,2,woods,6.14,flat,brown,yellow,4.29,12.51,yellow
0,0,0,2,woods,7.44,convex,yellow,yellow,5.24,14.79,yellow
0,0,0,2,woods,7.27,convex,brown,yellow,6.85,15.91,yellow
0,0,0,2,woods,6.81,convex,yellow,yellow,5.18,16.56,yellow
0,0,0,2,woods,6.35,convex,brown,yellow,4.55,12.91,yellow
0,0,0,2,woods,5.65,flat,brown,yellow,4.97,15.28,yellow
0,0,0,2,woods,7.9,sunken,brown,yellow,4.44,13.66,yellow
0,0,0,2,woods,6.29,convex,brown,yellow,6.67,17.1,yellow
0,0,0,2,woods,6.42,sunken,yellow,yellow,5.03,13.83,yellow
0,0,0,2,woods,5.32,convex,yellow,yellow,4.7,14.39,yellow
0,0,0,2,woods,6.85,convex,brown,yellow,6.38,12.37,yellow
0,0,0,2,woods,7.36,flat,brown,yellow,6.21,18.11,yellow
0,0,0,2,woods,8.08,sunken,brown,yellow,5.55,15.97,yellow
0,0,0,2,woods,8.6,convex,brown,yellow,6.73,14.53,yellow
0,0,0,2,woods,5.37,sunken,brown,yellow,4.69,13.08,yellow
0,0,0,2,woods,6.23,convex,brown,yellow,4.09,12.62,yellow
0,0,0,2,woods,8.41,sunken,brown,yellow,4.85,14.78,yellow
0,0,0,2,woods,6.6,flat,brown,yellow,5.59,14.92,yellow
0,0,0,2,woods,7.24,convex,brown,yellow,5.24,15.14,yellow
0,0,0,2,woods,7.04,flat,yellow,yellow,3.8,14.19,yellow
0,0,0,2,woods,5.88,flat,yellow,yellow,4.31,12.95,yellow
0,0,0,1,woods,8.57,convex,brown,white,11.48,33.26,white
0,0,0,1,woods,12.03,convex,brown,white,9.91,31.3,white
0,0,0,1,woods,11.47,convex,brown,white,11.2,31.23,white
0,0,0,1,woods,9.67,convex,brown,white,9.07,25.24,white
0,0,0,1,woods,11.65,convex,brown,white,10.41,28.61,white
0,0,0,2,woods,9.76,convex,brown,white,9.96,32.38,white
0,0,0,1,woods,11.78,convex,brown,white,13.83,34.32,white
0,0,0,2,woods,9.94,convex,brown,white,11.24,30.34,white
0,0,0,1,woods,13.37,convex,brown,white,10.87,29.71,white
0,0,0,1,woods,8.83,convex,brown,white,11.54,25.11,white
0,0,0,1,woods,10.2,convex,brown,white,10.76,31.51,white
0,0,0,1,woods,10.08,convex,brown,white,10.09,23.98,white
0,0,0,1,woods,10.18,convex,brown,white,11.31,33.75,white
0,0,0,2,woods,10.22,convex,brown,white,10.58,32.64,white
0,0,0,1,woods,9.53,convex,brown,white,10.18,25.44,white
0,0,0,2,woods,11.76,convex,brown,white,9.8,29.47,white
0,0,0,1,woods,9.71,convex,brown,white,11.0,32.36,white
0,0,0,1,woods,11.72,convex,brown,white,10.18,32.61,white
0,0,0,1,woods,6.95,convex,brown,white,10.37,28.07,white
0,0,0,2,woods,10.63,convex,brown,white,10.58,28.54,white
0,0,0,2,woods,9.11,convex,brown,white,7.97,26.73,white
0,0,0,1,woods,11.92,convex,brown,white,11.4,31.82,white
0,0,0,2,woods,11.04,convex,brown,white,7.77,27.45,white
0,0,0,1,woods,11.64,convex,brown,white,8.09,30.57,white
0,0,0,2,woods,7.87,convex,brown,white,9.96,31.95,white
0,0,0,1,woods,10.49,convex,brown,white,11.33,33.87,white
0,0,0,2,woods,9.21,convex,brown,white,10.42,31.92,white
0,0,0,1,woods,10.7,convex,brown,white,11.04,33.49,white
0,0,0,2,woods,10.09,convex,brown,white,8.74,25.83,white
0,0,0,1,woods,10.73,convex,brown,white,9.84,30.72,white
0,0,0,2,woods,10.61,convex,brown,white,11.37,36.15,white
0,0,0,2,woods,10.93,convex,brown,white,10.06,27.04,white
0,0,0,1,woods,6.73,convex,brown,white,7.11,25.18,white
0,0,0,2,woods,9.58,convex,brown,white,12.09,32.36,white
0,0,0,1,woods,12.13,convex,brown,white,12.9,37.07,white
0,0,0,2,woods,11.19,convex,brown,white,9.59,29.62,white
0,0,0,1,woods,11.77,convex,brown,white,12.43,33.25,white
0,0,0,2,woods,13.08,convex,brown,white,10.82,28.31,white
0,0,0,1,woods,10.19,convex,brown,white,11.45,26.78,white
0,0,0,2,woods,9.27,convex,brown,white,11.15,31.58,white
0,0,0,1,woods,10.6,convex,brown,white,9.99,28.86,white
0,0,0,1,woods,12.23,convex,brown,white,11.61,34.37,white
0,0,0,2,woods,10.8,convex,brown,white,12.51,36.4,white
0,0,0,1,woods,11.93,convex,brown,white,12.1,31.81,white
0,0,0,2,woods,12.67,convex,brown,white,12.07,33.28,white
0,0,0,1,woods,10.79,convex,brown,white,9.36,30.63,white
0,0,0,1,woods,11.86,convex,brown,white,11.05,36.26,white
0,0,0,1,woods,10.56,convex,brown,white,11.88,30.0,white
0,0,0,2,woods,12.57,convex,brown,white,13.87,35.24,white
0,0,0,2,woods,8.78,convex,brown,white,8.92,30.96,white
0,0,0,2,woods,9.96,convex,brown,white,9.49,28.14,white
0,0,0,2,woods,10.23,convex,brown,white,11.33,32.6,white
0,0,0,2,woods,8.75,convex,brown,white,10.22,29.51,white
0,0,0,2,woods,9.71,convex,brown,white,10.7,27.28,white
0,0,0,2,woods,10.89,convex,brown,white,10.97,32.92,white
0,0,0,1,woods,11.32,convex,brown,white,9.64,32.02,white
0,0,0,2,woods,13.06,convex,brown,white,11.68,32.76,white
0,0,0,1,woods,10.14,convex,brown,white,9.96,30.38,white
0,0,0,2,woods,9.87,convex,brown,white,11.41,30.79,white
0,0,0,1,woods,11.11,convex,brown,white,11.66,31.42,white
0,0,0,2,woods,10.77,convex,brown,white,9.46,29.4,white
0,0,0,2,woods,10.39,convex,brown,white,10.42,31.41,white
0,0,0,2,woods,11.41,convex,brown,white,9.63,29.13,white
0,0,0,1,woods,9.01,convex,brown,white,11.07,29.15,white
0,0,0,2,woods,9.63,convex,brown,white,10.01,29.1,white
0,0,0,1,woods,8.6,convex,brown,white,9.7,28.63,white
0,0,0,1,woods,13.34,convex,brown,white,12.99,34.46,white
0,0,0,2,woods,10.86,convex,brown,white,9.74,32.93,white
0,0,0,2,woods,10.56,convex,brown,white,10.34,30.14,white
0,0,0,1,woods,10.38,convex,brown,white,10.41,29.84,white
0,0,0,2,woods,10.83,convex,brown,white,10.13,31.34,white
0,0,0,2,woods,10.32,convex,brown,white,9.75,27.45,white
0,0,0,1,woods,10.28,convex,brown,white,9.67,28.13,white
0,0,0,2,woods,6.73,convex,brown,white,8.61,24.5,white
0,0,0,1,woods,9.64,convex,brown,white,10.17,32.0,white
0,0,0,1,woods,10.99,convex,brown,white,8.04,20.38,white
0,0,0,2,woods,10.76,convex,brown,white,8.18,26.91,white
0,0,0,1,woods,10.8,convex,brown,white,11.28,30.71,white
0,0,0,2,woods,12.01,convex,brown,white,11.1,29.57,white
0,0,0,1,woods,7.57,convex,brown,white,7.72,28.23,white
0,0,0,1,woods,9.12,convex,brown,white,9.68,26.18,white
0,0,0,2,woods,9.32,convex,brown,white,8.47,29.12,white
0,0,0,2,woods,9.75,convex,brown,white,11.6,32.44,white
0,0,0,2,woods,13.09,convex,brown,white,10.25,30.89,white
0,0,0,2,woods,8.85,convex,brown,white,11.55,33.05,white
0,0,0,1,woods,8.8,convex,brown,white,9.13,31.56,white
0,0,0,1,woods,10.54,convex,brown,white,12.13,33.39,white
0,0,0,1,woods,10.26,convex,brown,white,7.29,27.85,white
0,0,0,2,woods,11.1,convex,brown,white,9.86,29.82,white
0,0,0,2,woods,11.68,convex,brown,white,8.24,28.03,white
0,0,0,2,woods,9.6,convex,brown,white,10.57,34.69,white
0,0,0,1,woods,9.3,convex,brown,white,8.56,24.88,white
0,0,0,2,woods,8.51,convex,brown,white,10.7,31.04,white
0,0,0,1,woods,11.79,convex,brown,white,9.57,29.24,white
0,0,0,2,woods,10.7,convex,brown,white,11.58,36.74,white
0,0,0,2,woods,9.76,convex,brown,white,11.92,30.61,white
0,0,0,2,woods,10.11,convex,brown,white,10.52,26.3,white
0,0,0,2,woods,9.53,convex,brown,white,12.7,31.95,white
0,0,0,1,woods,9.12,convex,brown,white,11.21,32.71,white
0,0,0,1,woods,9.19,convex,brown,white,9.85,27.6,white
0,0,0,1,woods,10.7,convex,brown,white,11.9,34.29,white
0,0,0,2,woods,10.03,convex,brown,white,13.15,33.35,white
0,0,0,2,woods,9.67,convex,brown,white,10.48,29.24,white
0,0,0,1,woods,10.34,convex,brown,white,8.58,28.07,white
0,0,0,2,woods,9.37,convex,brown,white,10.56,30.78,white
0,0,0,1,woods,13.15,convex,brown,white,12.1,32.6,white
0,0,0,2,woods,8.34,convex,brown,white,11.22,31.49,white
0,0,0,1,woods,12.28,convex,brown,white,10.3,26.58,white
0,0,0,2,woods,9.14,convex,brown,white,8.2,24.27,white
0,0,0,1,woods,10.58,convex,brown,white,11.01,27.67,white
0,0,0,2,woods,12.32,convex,brown,white,12.88,35.03,white
0,0,0,2,woods,11.77,convex,brown,white,10.96,35.15,white
0,0,0,1,woods,11.1,convex,brown,white,11.92,30.21,white
0,0,0,2,woods,10.98,convex,brown,white,11.4,32.75,white
0,0,0,1,woods,11.1,convex,brown,white,9.76,31.4,white
0,0,0,2,woods,8.64,convex,brown,white,6.99,22.1,white
0,0,0,1,woods,7.38,convex,brown,white,9.62,26.53,white
0,0,0,2,woods,10.88,convex,brown,white,12.45,33.21,white
0,0,0,1,woods,8.5,convex,brown,white,8.82,23.74,white
0,0,0,2,woods,11.75,convex,brown,white,10.38,30.73,white
0,0,0,1,woods,13.45,convex,brown,white,10.83,28.98,white
0,0,0,2,woods,10.16,convex,brown,white,11.6,34.42,white
0,0,0,1,woods,9.05,convex,brown,white,8.28,22.25,white
0,0,0,1,woods,11.63,convex,brown,white,10.44,30.66,white
0,0,0,2,woods,10.48,convex,brown,white,11.98,32.28,white
0,0,0,1,woods,10.23,convex,brown,white,9.29,31.65,white
0,0,0,2,woods,11.39,convex,brown,white,10.67,29.78,white
0,0,0,2,woods,14.47,convex,brown,white,12.32,31.65,white
0,0,0,2,woods,12.31,convex,brown,white,11.19,31.94,white
0,0,0,2,woods,12.29,convex,brown,white,9.43,28.04,white
0,0,0,2,woods,9.62,convex,brown,white,11.11,26.22,white
0,0,0,1,woods,12.04,convex,brown,white,9.39,31.18,white
0,0,0,2,woods,10.68,convex,brown,white,9.28,30.54,white
0,0,0,2,woods,7.37,convex,brown,white,7.32,24.4,white
0,0,0,1,woods,10.7,convex,brown,white,10.33,27.85,white
0,0,0,2,woods,8.85,convex,brown,white,6.54,21.13,white
0,0,0,1,woods,10.99,convex,brown,white,10.19,29.62,white
0,0,0,2,woods,10.81,convex,brown,white,13.1,32.53,white
0,0,0,1,woods,11.82,convex,brown,white,11.29,33.85,white
0,0,0,2,woods,9.92,convex,brown,white,8.9,25.89,white
0,0,0,1,woods,9.86,convex,brown,white,9.86,27.02,white
0,0,0,1,woods,8.44,convex,brown,white,10.49,31.29,white
0,0,0,2,woods,10.25,convex,brown,white,10.3,27.33,white
0,0,0,2,woods,7.62,convex,brown,white,9.58,26.39,white
0,0,0,1,woods,11.11,convex,brown,white,9.81,28.31,white
0,0,0,2,woods,10.22,convex,brown,white,8.82,27.38,white
0,0,0,2,woods,8.37,convex,brown,white,11.07,27.47,white
0,0,0,1,woods,11.21,convex,brown,white,12.99,35.85,white
0,0,0,1,woods,9.2,convex,brown,white,8.71,26.49,white
0,0,0,1,woods,10.85,convex,brown,white,8.8,29.43,white
0,0,0,1,woods,11.8,convex,brown,white,10.78,30.74,white
0,0,0,1,woods,15.83,convex,brown,white,12.65,33.51,white
0,0,0,2,woods,9.37,convex,brown,white,9.53,24.75,white
0,0,0,1,woods,13.21,convex,brown,white,11.67,32.1,white
0,0,0,1,woods,12.04,convex,brown,white,9.29,29.46,white
0,0,0,1,woods,9.53,convex,brown,white,10.62,26.95,white
0,0,0,2,woods,12.65,convex,brown,white,12.8,31.93,white
0,0,0,1,woods,11.56,convex,brown,white,10.29,31.54,white
0,0,0,2,woods,8.4,convex,brown,white,7.41,21.96,white
0,0,0,1,woods,7.02,convex,brown,white,8.3,22.32,white
0,0,0,1,woods,10.92,convex,brown,white,11.36,33.8,white
0,0,0,1,woods,10.73,convex,brown,white,12.08,33.07,white
0,0,0,2,woods,10.17,convex,brown,white,10.55,29.45,white
0,0,0,1,woods,9.22,convex,brown,white,7.94,28.53,white
0,0,0,2,woods,11.75,convex,brown,white,8.93,25.83,white
0,0,0,2,woods,9.46,convex,brown,white,8.13,26.31,white
0,0,0,1,woods,10.67,convex,brown,white,10.33,30.56,white
0,0,0,1,woods,10.78,convex,brown,white,11.35,34.58,white
0,0,0,2,woods,12.11,convex,brown,white,11.76,34.02,white
0,0,0,2,woods,12.51,convex,brown,white,10.86,28.14,white
0,0,0,2,woods,12.09,convex,brown,white,11.48,34.79,white
0,0,0,1,woods,8.6,convex,brown,white,8.53,25.08,white
0,0,0,1,woods,8.62,convex,brown,white,12.12,29.42,white
0,0,0,2,woods,9.46,convex,brown,white,8.01,23.77,white
0,0,0,2,woods,8.82,convex,brown,white,9.46,28.1,white
0,0,0,2,woods,9.14,convex,brown,white,11.17,26.92,white
0,0,0,1,woods,8.08,convex,brown,white,9.53,30.72,white
0,0,0,2,woods,11.57,convex,brown,white,8.8,29.88,white
0,0,0,2,woods,11.71,convex,brown,white,11.67,28.3,white
0,0,0,1,woods,11.94,convex,brown,white,14.9,35.86,white
0,0,0,2,woods,10.56,convex,brown,white,9.68,33.95,white
0,0,0,2,woods,9.46,convex,brown,white,10.16,28.41,white
0,0,0,1,woods,9.37,convex,brown,white,11.1,29.8,white
0,0,0,1,woods,10.9,convex,brown,white,12.39,34.66,white
0,0,0,2,woods,8.75,convex,brown,white,10.71,33.43,white
0,0,0,2,woods,10.39,convex,brown,white,10.19,25.23,white
0,0,0,2,woods,7.83,convex,brown,white,8.73,25.43,white
0,0,0,2,woods,11.63,convex,brown,white,9.64,27.12,white
0,0,0,1,woods,11.46,convex,brown,white,11.78,31.07,white
0,0,0,1,woods,11.16,convex,brown,white,10.33,29.11,white
0,0,0,1,woods,7.52,convex,brown,white,7.62,22.87,white
0,0,0,1,woods,10.54,convex,brown,white,9.77,28.12,white
0,0,0,2,woods,13.45,convex,brown,white,13.15,32.5,white
0,0,0,1,woods,10.73,convex,brown,white,9.62,31.93,white
0,0,0,2,woods,9.57,convex,brown,white,9.21,28.79,white
0,0,0,1,woods,10.83,convex,brown,white,9.74,28.99,white
0,0,0,2,woods,13.59,convex,brown,white,11.44,32.94,white
0,0,0,1,woods,9.85,convex,brown,white,12.7,33.33,white
0,0,0,2,woods,10.1,convex,brown,white,14.74,33.58,white
0,0,0,1,woods,10.54,convex,brown,white,11.39,31.89,white
0,0,0,1,woods,10.94,convex,brown,white,9.4,27.44,white
0,0,0,2,woods,10.01,convex,brown,white,10.59,28.57,white
0,0,0,2,woods,9.01,convex,brown,white,10.12,31.59,white
0,0,0,2,woods,12.6,convex,brown,white,13.24,37.69,white
0,0,0,2,woods,13.07,convex,brown,white,12.75,36.76,white
0,0,0,2,woods,12.14,convex,brown,white,12.08,32.83,white
0,0,0,1,woods,12.37,convex,brown,white,11.37,32.43,white
0,0,0,2,woods,11.93,convex,brown,white,11.85,31.21,white
0,0,0,2,woods,11.27,convex,brown,white,11.92,34.01,white
0,0,0,2,woods,11.54,convex,brown,white,8.87,31.47,white
0,0,0,2,woods,9.88,convex,brown,white,10.02,30.81,white
0,0,0,1,woods,11.78,convex,brown,white,9.86,29.04,white
0,0,0,2,woods,10.49,convex,brown,white,10.75,27.5,white
0,0,0,1,woods,7.34,convex,brown,white,9.48,31.09,white
0,0,0,2,woods,11.49,convex,brown,white,7.4,23.99,white
0,0,0,1,woods,11.04,convex,brown,white,11.85,35.61,white
0,0,0,2,woods,11.8,convex,brown,white,11.53,31.25,white
0,0,0,2,woods,8.07,convex,brown,white,6.13,22.54,white
0,0,0,1,woods,10.37,convex,brown,white,10.58,30.34,white
0,0,0,1,woods,10.66,convex,brown,white,10.79,28.81,white
0,0,0,2,woods,13.23,convex,brown,white,11.28,32.11,white
0,0,0,1,woods,8.35,convex,brown,white,8.09,23.95,white
0,0,0,2,woods,9.73,convex,brown,white,9.01,26.92,white
0,0,0,1,woods,9.45,convex,brown,white,12.12,31.34,white
0,0,0,2,woods,10.47,convex,brown,white,11.35,29.89,white
0,0,0,2,woods,9.79,convex,brown,white,9.17,29.65,white
0,0,0,2,woods,10.08,convex,brown,white,12.38,29.09,white
0,0,0,2,woods,11.53,convex,brown,white,13.42,34.75,white
0,0,0,2,woods,12.11,convex,brown,white,8.88,29.77,white
0,0,0,2,woods,11.2,convex,brown,white,11.85,29.9,white
0,0,0,2,woods,11.41,convex,brown,white,8.74,27.65,white
0,0,0,2,woods,10.08,convex,brown,white,10.56,31.83,white
0,0,0,1,woods,12.39,convex,brown,white,10.75,36.28,white
0,0,0,2,woods,12.63,convex,brown,white,11.49,35.15,white
0,0,0,2,woods,10.14,convex,brown,white,10.08,31.13,white
0,0,0,2,woods,11.09,convex,brown,white,10.76,29.34,white
0,0,0,2,woods,10.16,convex,brown,white,11.08,27.62,white
0,0,0,1,woods,12.24,convex,brown,white,10.59,28.5,white
0,0,0,1,woods,10.97,convex,brown,white,11.12,27.69,white
0,0,0,1,woods,11.08,convex,brown,white,7.43,25.5,white
0,0,0,1,woods,10.79,convex,brown,white,11.66,29.13,white
0,0,0,2,woods,11.67,convex,brown,white,9.94,31.0,white
0,0,0,1,woods,12.09,convex,brown,white,10.43,27.6,white
0,0,0,1,woods,8.55,convex,brown,white,9.23,24.78,white
0,0,0,2,woods,12.84,convex,brown,white,11.34,32.44,white
0,0,0,2,woods,8.09,convex,brown,white,7.89,26.67,white
0,0,0,2,woods,11.11,convex,brown,white,14.29,31.73,white
0,0,0,1,woods,10.19,convex,brown,white,9.24,25.5,white
0,0,0,2,woods,10.29,convex,brown,white,10.79,31.25,white
0,0,0,1,woods,10.03,convex,brown,white,9.08,30.1,white
0,0,0,2,woods,10.63,convex,brown,white,12.04,30.38,white
0,0,0,1,woods,11.24,convex,brown,white,8.98,29.52,white
0,0,0,1,woods,11.46,convex,brown,white,13.16,33.88,white
0,0,0,2,woods,9.08,convex,brown,white,9.54,27.08,white
0,0,0,2,woods,10.2,convex,brown,white,10.09,28.69,white
0,0,0,2,woods,8.07,convex,brown,white,8.72,29.26,white
0,0,0,1,woods,9.36,convex,brown,white,10.48,28.33,white
0,0,0,2,woods,10.09,convex,brown,white,10.05,30.33,white
0,0,0,1,woods,9.44,convex,brown,white,10.48,28.62,white
0,0,0,2,woods,11.51,convex,brown,white,11.65,32.06,white
0,0,0,2,woods,8.6,convex,brown,white,12.03,30.33,white
